debugkpRTb:debugCWMmo,prolific_ID1,5adef952f6b58c0001fa755b
debugkpRTb:debugCWMmo,prolific_ID2,5adef952f6b58c0001fa755b
debugkpRTb:debugCWMmo,Audio_Catch,3
debugkpRTb:debugCWMmo,Comp_Q1,1
debugkpRTb:debugCWMmo,Comp_Q2,3
debugkpRTb:debugCWMmo,Comp_Q3,4
debugkpRTb:debugCWMmo,Comp_Q4,1
debugkpRTb:debugCWMmo,subj_strategy,Just the main parts of the action that drove the story forward.
debugkpRTb:debugCWMmo,subj_purpose,What people think is important
debugkpRTb:debugCWMmo,subj_engage,2
debugkpRTb:debugCWMmo,subj_interest,2
debugkpRTb:debugCWMmo,subj_enjoy,2
debugkpRTb:debugCWMmo,subj_predict,5
debugkpRTb:debugCWMmo,subj_desc,7
debugkpRTb:debugCWMmo,subj_seen,N
debugkpRTb:debugCWMmo,demographics_age,55-59
debugkpRTb:debugCWMmo,demographics_gender,M
debugkpRTb:debugCWMmo,demographics_hand,Right
debugkpRTb:debugCWMmo,demographics_nativelang,Y
debugkpRTb:debugCWMmo,demographics_fluency,Y
debugkpRTb:debugCWMmo,demographics_race,White
debugkpRTb:debugCWMmo,demographics_hispanic,N
debugkpRTb:debugCWMmo,demographics_education,1
debugkpRTb:debugCWMmo,demographics_nativelang_text,
debugkpRTb:debugCWMmo,demographics_fluency_text,
debugkpRTb:debugCWMmo,subj_spoiler_text,Where's the element of surprise if you already know what is coming up or what to look out for.
debugkpRTb:debugCWMmo,subj_trailer_text,Trailers can give a snapshot of a film that either piques your interest or doesn't and helps you decide if you want to see more.
debugkpRTb:debugCWMmo,subj_spoiler_addtltext,"none, sorry."
debugkpRTb:debugCWMmo,subj_feedback,"none, sorry"
debugkpRTb:debugCWMmo,subj_attention,N
debugkpRTb:debugCWMmo,subj_spoiler_use,AlwaysAvoid
debugkpRTb:debugCWMmo,subj_trailer_use,Neutral
debugkpRTb:debugCWMmo,subj_attention_text,
debug1M41i:debug1CKXP,prolific_ID1,5e90a4514885633c5d0f97c3
debug1M41i:debug1CKXP,prolific_ID2,5e90a4514885633c5d0f97c3
debugjg1Gf:debugWZ5sG,prolific_ID1,63d42902a85ae3e7b4920266
debugjg1Gf:debugWZ5sG,prolific_ID2,63d42902a85ae3e7b4920266
debugjg1Gf:debugWZ5sG,Audio_Catch,0
debugjg1Gf:debugWZ5sG,Comp_Q1,1
debugjg1Gf:debugWZ5sG,Comp_Q2,3
debugjg1Gf:debugWZ5sG,Comp_Q3,4
debugjg1Gf:debugWZ5sG,Comp_Q4,1
debugjg1Gf:debugWZ5sG,subj_strategy,Only memorize the parts where the friend falls asleep.
debugjg1Gf:debugWZ5sG,subj_purpose,To see how you can recall things.
debugjg1Gf:debugWZ5sG,subj_engage,5
debugjg1Gf:debugWZ5sG,subj_interest,7
debugjg1Gf:debugWZ5sG,subj_enjoy,7
debugjg1Gf:debugWZ5sG,subj_predict,2
debugjg1Gf:debugWZ5sG,subj_desc,5
debugjg1Gf:debugWZ5sG,subj_seen,N
debugjg1Gf:debugWZ5sG,demographics_age,30-34
debugjg1Gf:debugWZ5sG,demographics_gender,M
debugjg1Gf:debugWZ5sG,demographics_hand,Right
debugjg1Gf:debugWZ5sG,demographics_nativelang,Y
debugjg1Gf:debugWZ5sG,demographics_fluency,Y
debugjg1Gf:debugWZ5sG,demographics_race,Asian
debugjg1Gf:debugWZ5sG,demographics_hispanic,N
debugjg1Gf:debugWZ5sG,demographics_education,4
debugjg1Gf:debugWZ5sG,demographics_nativelang_text,
debugjg1Gf:debugWZ5sG,demographics_fluency_text,
debugjg1Gf:debugWZ5sG,subj_spoiler_text,"If I don't plan to watch it, I don't care about spoilers."
debugjg1Gf:debugWZ5sG,subj_trailer_text,"It depends on the movie. If I plan to watch it, then I wont' seek out spoilers."
debugjg1Gf:debugWZ5sG,subj_spoiler_addtltext,
debugjg1Gf:debugWZ5sG,subj_feedback,
