debugju8sj:debugjXOgS,prolific_ID1,jhfkuyfuyfuyfufykyufkuyk
debugju8sj:debugjXOgS,prolific_ID2,jhfkuyfuyfuyfufykyufkuyk
debugju8sj:debugjXOgS,Audio_Catch,98
debugju8sj:debugjXOgS,Comp_Q1,3
debugju8sj:debugjXOgS,Comp_Q2,2
debugju8sj:debugjXOgS,Comp_Q3,3
debugju8sj:debugjXOgS,Comp_Q4,3
debugju8sj:debugjXOgS,subj_strategy,.nklnlknklnkljkjvkjgjkgljbkljbjk
debugju8sj:debugjXOgS,subj_purpose,"blkklblbkblklkblbjkbjbkjbjk,"
debugju8sj:debugjXOgS,subj_engage,4
debugju8sj:debugjXOgS,subj_interest,2
debugju8sj:debugjXOgS,subj_enjoy,4
debugju8sj:debugjXOgS,subj_predict,3
debugju8sj:debugjXOgS,subj_desc,3
debugju8sj:debugjXOgS,subj_seen,N
debugju8sj:debugjXOgS,demographics_age,65-69
debugju8sj:debugjXOgS,demographics_gender,M
debugju8sj:debugjXOgS,demographics_hand,Right
debugju8sj:debugjXOgS,demographics_nativelang,Y
debugju8sj:debugjXOgS,demographics_fluency,N
debugju8sj:debugjXOgS,demographics_race,White
debugju8sj:debugjXOgS,demographics_hispanic,N
debugju8sj:debugjXOgS,demographics_education,1
debugju8sj:debugjXOgS,demographics_nativelang_text,
debugju8sj:debugjXOgS,demographics_fluency_text,vkhkvkjv
debugju8sj:debugjXOgS,subj_spoiler_text,lbljbkbjblb
debugju8sj:debugjXOgS,subj_trailer_text,ljvlkjvjkvkjvjkvjk
debugju8sj:debugjXOgS,subj_spoiler_addtltext,
debugju8sj:debugjXOgS,subj_feedback,
debugju8sj:debugjXOgS,subj_attention,N
debugju8sj:debugjXOgS,subj_spoiler_use,SometimesAvoid
debugju8sj:debugjXOgS,subj_trailer_use,SometimesAvoid
debugju8sj:debugjXOgS,subj_attention_text,
debug7hVFa:debug5ceH0,prolific_ID1,5eab36f5df23cb10ce33f84e
debug7hVFa:debug5ceH0,prolific_ID2,5eab36f5df23cb10ce33f84e
debug7hVFa:debug5ceH0,Audio_Catch,1
debug7hVFa:debug5ceH0,Comp_Q1,1
debug7hVFa:debug5ceH0,Comp_Q2,3
debug7hVFa:debug5ceH0,Comp_Q3,4
debug7hVFa:debug5ceH0,Comp_Q4,1
debug7hVFa:debug5ceH0,subj_strategy,Just described what I saw and my interpretation of it
debug7hVFa:debug5ceH0,subj_purpose,Your attention and how your description matches the movie
debug7hVFa:debug5ceH0,subj_engage,6
debug7hVFa:debug5ceH0,subj_interest,6
debug7hVFa:debug5ceH0,subj_enjoy,5
debug7hVFa:debug5ceH0,subj_predict,3
debug7hVFa:debug5ceH0,subj_desc,5
debug7hVFa:debug5ceH0,subj_seen,N
debug7hVFa:debug5ceH0,demographics_age,55-59
debug7hVFa:debug5ceH0,demographics_gender,F
debug7hVFa:debug5ceH0,demographics_hand,Right
debug7hVFa:debug5ceH0,demographics_nativelang,Y
debug7hVFa:debug5ceH0,demographics_fluency,Y
debug7hVFa:debug5ceH0,demographics_race,White
debug7hVFa:debug5ceH0,demographics_hispanic,N
debug7hVFa:debug5ceH0,demographics_education,0
debug7hVFa:debug5ceH0,demographics_nativelang_text,
debug7hVFa:debug5ceH0,demographics_fluency_text,
debug7hVFa:debug5ceH0,subj_spoiler_text,To see if I would be interested in the genre of movie
debug7hVFa:debug5ceH0,subj_trailer_text,"If I get there in time I watch them, if I don't I'm not bothered"
debug7hVFa:debug5ceH0,subj_spoiler_addtltext,
debug7hVFa:debug5ceH0,subj_feedback,
debug7hVFa:debug5ceH0,subj_attention,N
debug7hVFa:debug5ceH0,subj_spoiler_use,SometimesSeek
debug7hVFa:debug5ceH0,subj_trailer_use,Neutral
debug7hVFa:debug5ceH0,subj_attention_text,
debughTTiN:debugBgtpb,prolific_ID1,5ff0e5622178d14ee91e938a
debughTTiN:debugBgtpb,prolific_ID2,5ff0e5622178d14ee91e938a
debughTTiN:debugBgtpb,Audio_Catch,2
debughTTiN:debugBgtpb,Comp_Q1,1
debughTTiN:debugBgtpb,Comp_Q2,3
debughTTiN:debugBgtpb,Comp_Q3,4
debughTTiN:debugBgtpb,Comp_Q4,1
debughTTiN:debugBgtpb,subj_strategy,I tried to remember the movie to my best
debughTTiN:debugBgtpb,subj_purpose,memory
debughTTiN:debugBgtpb,subj_engage,7
debughTTiN:debugBgtpb,subj_interest,7
debughTTiN:debugBgtpb,subj_enjoy,7
